subset,threshold,n,p,before_bd_low,before_bd_est,before_bd_high,after_bd_low,after_bd_est,after_bd_high,rel_overlap_low,rel_overlap_est,rel_overlap_high
all,50,20,0.15068583505499325,0.40185739228762735,0.5486259624020203,0.7178869757115681,0.49920878925603884,0.6820476262388339,0.8995706874984886,0.706148216817493,0.8750960094422356,1.084464999703664
all,100,32,0.26102491592102944,0.5023158902778423,0.6218753254940957,0.7540067224391137,0.5424654027799474,0.685742713487786,0.8486330926282658,0.7942341524580443,0.938129385451506,1.108094811994516
all,200,51,0.2833634366635094,0.6007659497387394,0.7176011280807042,0.8454599110173623,0.6080458919982521,0.7795559798605153,0.9773430467017564,0.780282641912377,0.9399253232842871,1.1322302533679598
all,300,66,0.3175128600245032,0.6665784924178357,0.7759080581936291,0.8941999341717002,0.6704248711627001,0.8220301133965855,0.9923869289783284,0.8091855173677646,0.9549254051971132,1.126914051127823
all,400,74,0.4194478079934753,0.6953210291768215,0.8069348612469538,0.9276913065938057,0.6800349946297697,0.8259201807340539,0.9888138245552551,0.8342034531367386,0.9811937668063906,1.1540844195737294
all,500,77,0.3622112386985114,0.7355868605076117,0.8661572203665306,1.0090680346126475,0.687818291984261,0.8290267994211038,0.9860367777500241,0.8756434786171462,1.0378285017299635,1.2300531269918717
cubs involved,50,11,0.4836085215501452,0.32095776350856275,0.5181566024737019,0.7618197157722038,0.3918300164540777,0.5285869247972776,0.6854992219739182,0.7917848006023616,0.9896238848584845,1.2368959756960987
cubs involved,100,15,0.2807319685872969,0.4802181171664559,0.6767330974116941,0.9064278333989149,0.4734526475998627,0.6052864532679446,0.7530670610293164,0.8668698857078266,1.074060841736567,1.330772600100079
cubs involved,200,30,0.002723780926855059,0.7166589468183777,0.8496617338570467,0.9938181776461176,0.4995329878781006,0.601607947647577,0.7130312973739237,1.1064475943730898,1.2815288589199982,1.484314507615993
cubs involved,300,37,0.01407833639234425,0.6690099917901218,0.8291243942304352,1.008380936044722,0.5188980529381145,0.6182961169360374,0.7262753889913552,1.0447509782016478,1.2347003057729289,1.459184893705381
cubs involved,400,41,0.011186232395177326,0.6778983314860322,0.8228823778331261,0.9832962652897136,0.5203952433519238,0.6175016939239083,0.7227923817192026,1.0528699494633036,1.227992338234979,1.432242589440881
cubs involved,500,42,0.017830460052561715,0.704757823673166,0.8820998053229303,1.0830577410044078,0.5660202584337444,0.6666459637472942,0.7753828664801758,1.0344008952735217,1.2404247090775673,1.4874827215644557
cubs involved diff sex,50,5,0.17453861113156058,0.3241698008971897,0.6119413617632878,0.9896137419214569,0.27430020256550547,0.44383990657695643,0.6535160362740566,0.8561932620447494,1.183056631790343,1.634704518323994
cubs involved diff sex,100,8,0.1993307492992227,0.474866806319709,0.7380242219313493,1.0582723534408673,0.42517007128193396,0.5972251570798119,0.7980568982809056,0.8601372105539202,1.151193309544948,1.5407379423657355
cubs involved diff sex,200,14,0.18862696427704756,0.5703534760079888,0.7416087574197601,0.9350039746568848,0.4735248070971946,0.629085342449574,0.8064011402972088,0.909407297801706,1.1190984602630862,1.3771402173597789
cubs involved diff sex,300,20,0.027639821622223944,0.7247592458936998,0.8962404040230052,1.0856569373411284,0.509935341267774,0.6571426419051819,0.8227331530892634,1.0392283653496133,1.2701026984442274,1.5522679310746244
cubs involved diff sex,400,21,0.029184027324926427,0.7219730372810262,0.8920134250640861,1.0797652354479113,0.5115147036637799,0.6578592971390487,0.8223352488500894,1.0356889641436673,1.263839270121319,1.5422484510313055
cubs involved diff sex,500,21,0.029184027324926427,0.7219730372810262,0.8920134250640861,1.0797652354479113,0.5115147036637799,0.6578592971390487,0.8223352488500894,1.0356889641436673,1.263839270121319,1.5422484510313055
cubs involved same sex,50,6,0.15062378959900624,0.16296657628574784,0.3720941403491529,0.6660704982455736,0.394426713623493,0.590156486618206,0.8246962708821347,0.6078122333829764,0.8040753090082294,1.063711894968233
cubs involved same sex,100,7,0.42512714190233225,0.3132980449419566,0.570968364756405,0.9046854414758582,0.42224304714472405,0.6149936766339641,0.8434137980178195,0.7045495978296875,0.9569297354781988,1.299716189553107
cubs involved same sex,200,16,0.0021742348807427593,0.7418548822420513,0.9343647727155274,1.148746631701765,0.44900316021434433,0.5792167057825719,0.7257572183249373,1.1600022098328528,1.4263918401112332,1.7539567289523343
cubs involved same sex,300,17,0.06346872232166495,0.5605179923864937,0.7805698118688186,1.0416935109476526,0.45114540919517054,0.5800882416883655,0.7249922236222316,0.9681713761391372,1.221991094327602,1.5423532149553776
cubs involved same sex,400,20,0.04145346977958801,0.5969666585659366,0.7849178859155986,1.0012106715959412,0.45570038384389555,0.5801554329903241,0.7194083027524019,1.0019214711637052,1.2272334389891455,1.5032135323178843
cubs involved same sex,500,21,0.06097130822462986,0.6463843664325917,0.896673408656086,1.1979583516673404,0.5394830329323343,0.6735834863178818,0.8223450112013242,0.9630607227597248,1.2499329791645724,1.6222574708749822
cubs involved late fall,50,8,0.04689883147616146,0.1398257202959009,0.31411233780598413,0.5577231085059194,0.39360114993371315,0.6785409597089732,1.039802439516997,0.5018293603167961,0.6945934129791017,0.9614025154873128
cubs involved late fall,100,9,0.02221176120798163,0.139549805351812,0.3126880849628558,0.5544755944668476,0.5198482382056726,0.7562514138643346,1.036263517174606,0.48524891498099737,0.6417455914040406,0.8487137041875709
cubs involved late fall,200,15,0.5101599412618105,0.4072872717126438,0.733940839720789,1.1738017600708481,0.557225376403136,0.7415334249951103,0.9517700483480123,0.6896691339637993,0.992436006305513,1.4281184674031464
cubs involved late fall,300,18,0.3207309413178143,0.5384515823451956,0.8379041576575903,1.2168120001480547,0.5735386783664457,0.7543160746339086,0.9594796558117493,0.7825916494024691,1.0871809706587023,1.5103182660648886
cubs involved late fall,400,21,0.2631896131333868,0.5999918159952167,0.8379600278563131,1.122241109628542,0.56952998653639475,0.739623417163729,0.9316032111415277,0.8445800180697931,1.1033341100825989,1.441362727541067
cubs involved late fall,500,22,0.21630120869068042,0.6521954325574237,0.9634580571494358,1.351109978702183,0.646034630486683,0.819001692693905,1.0121750533030995,0.8288647411128867,1.1554112816430666,1.610606849985742
cubs involved spring summer,50,3,0.11576596898395942,0.34499917113300527,0.656545755881734,1.0666561535917443,0.31083907550170575,0.45202049960130997,0.6192187498218443,0.8808699705926138,1.2269424434568577,1.7089784074976693
cubs involved spring summer,100,6,0.02119686954251176,0.5266284340439613,0.7804813145929117,1.0834793751351006,0.3403969673337086,0.4785752665487152,0.6399250963183721,1.036503487533005,1.3524341569062106,1.7646618373856364
cubs involved spring summer,200,15,0.004017202015576116,0.6052692763204256,0.7633370468579004,0.939465735573296,0.38017515361012777,0.4898373647394093,0.6131846829937304,1.10776877067711,1.314556941338648,1.5599464416796716
cubs involved spring summer,300,19,0.0019182707409669858,0.6540802000883699,0.8072964757421933,0.9763939549512296,0.4078900000063214,0.516103926250006,0.6368572596508614,1.1332956225594184,1.338022194641949,1.5797320290633987
cubs involved spring summer,400,20,0.002188875219987264,0.6518224074454931,0.803823963070791,0.9715170371567694,0.41047712069631254,0.5185424788188565,0.6390445114331972,1.1277377327848452,1.3301363878769263,1.568860169274681
