bear#1,bear#2,time,sex,season_breeding,uds_before_low,uds_before_mean,uds_before_high,uds_after_low,uds_after_mean,uds_after_high,pair1_ess_before,pair2_ess_before,pair1_ess_after,pair2_ess_after
EVGF57,EVGF45,2020-09-08 0:00:00,F_F,hunting,0.1825651512140428,0.4017223248649449,0.6927830499438434,0.15442114907385307,0.4580819704099174,0.8484624500162009,13.531687801338776,21.24952095720579,14.090966898327393,6.0270227509142575
EVGF92,EVGM86,2021-10-14 5:00:37,F_M,hunting,0.0690514865920572,0.21645960648723933,0.4948143807338319,0.04558597535872907,0.30194532587802186,0.8222761474397011,16.728910492864657,11.648640912357054,20.915342962007426,4.657104617146681
EVGF92,EVGM86,2022-07-04 10:00:39,F_M,breeding,0.3919312379926306,0.6231344878538021,0.8466263554548078,0.2046725056519065,0.4551262629020125,0.7665259820940913,15.264631027114808,5.7225170485432715,35.81567580453706,3.953394239531314
EVGF92,EVGF84,2022-09-08 23:00:21,F_F,hunting,0.1421677278883567,0.32433828280942567,0.5910767175299382,0.19654540341701543,0.4408489314664269,0.7510438737756364,40.11406052531823,17.689624160144056,14.414415958300422,5.326458081513374
EVGF92,EVGM77,2019-09-26 2:00:00,F_M,hunting,0.12600456659620743,0.8883370283717394,1,0.12772388699361356,0.2344575128739595,0.3874556566359158,12.252895466915083,1.9031403217555385,63.5941706143719,7.06590983926374
EVGF92,EVGF116,2021-10-06 7:00:21,F_F,hunting,0.3527740497480796,0.8138898519188593,0.999817832811298,0.10304114354379457,0.36509643788958496,0.7761625637011291,7.761501077803694,1.5701358782319357,25.89011924056996,6.331693921276244
EVGF92,EVGF116,2022-07-19 11:00:37,F_F,breeding,0.3731321941152933,0.7252056808704374,0.9752982617179952,0.4815763904523377,0.696576297244416,0.8857519587381791,18.41651948489044,7.232760353591807,36.91194767715284,22.32053993276344
EVGF92,EVGF115,2021-11-07 2:00:11,F_F,hunting,0.48802425501132224,0.6681010918900414,0.8361918464255732,0.1572329204486888,0.5402717578442406,0.9482726457910916,32.00486844831056,23.808898658511428,4.274203082060991,3.790973681124574
EVGF92,EVGF115,2022-05-11 21:00:44,F_F,other,0.390374996273154,0.9210259281425052,1,0.40916997574457914,0.5611622000136761,0.7188790543173303,3.3699625780582334,1.8770701142725927,49.44867241974192,44.37193888441562
EVGF92,EVGF102,2019-10-19 6:00:00,F_F,hunting,0.28790591574571706,0.5400784783893441,0.8133319600112369,0.32655517551418467,0.7189405596987134,0.9854012436074756,55.3190927792981,7.661847619878493,15.784075837147494,3.249622885387246
EVGM98,EVGF82,2019-10-07 20:00:00,F_M,hunting,0.6625334480836796,0.9639852102282128,1,0.42469849410880384,0.8554869003750039,0.9999633275439788,4.435109994898103,2.544165713477175,4.607658618874111,5.878604486107276
EVGM98,EVGF82,2020-07-06 6:00:00,F_M,breeding,0.342736811248406,0.6831217044577461,0.9564616325267732,0.5090281178646527,0.8814872749995117,0.9999544100484458,4.590392892617584,8.985995700358783,4.069399385273206,7.781798910150504
EVGM98,EVGF102,2020-08-27 18:01:38,F_M,other,0.2251935690220787,0.7010151526424805,0.9969903305050848,0.07533914438045101,0.4938135657231013,0.9814299352982456,3.5853669470538163,5.650210224668698,3.3712466995986974,4.0063926803349865
EVGM98,EVGF97,2019-10-01 4:00:26,F_M,hunting,0.33920499324509346,0.893235629732083,0.9999999999999992,0.42050728908499513,0.7864009153597972,0.9928543752327168,4.63579965555534,1.6815371015176253,5.308376327404814,12.432099192217803
EVGM98,EVGF97,2020-09-13 22:00:00,F_M,hunting,0.270244479944754,0.6158734534234109,0.9354925123420618,0.3736725184605005,0.8805900824337519,0.999999998592602,5.3619179072239405,26.26811087085704,3.493077733674481,4.046233939625178
EVGF82,EVGM89,2018-10-16 6:00:00,F_M,hunting,0.4507060838735584,0.844399065398429,0.999603281218049,0.25373816205383937,0.6156069991098527,0.9462649956958656,6.0599704329772,6.555603795531647,5.01288300517064,13.60098588675842
EVGF82,EVGF97,2020-09-05 14:00:00,F_F,hunting,0.13813428504387637,0.2539407917064479,0.4179113339785481,0.31400955602748387,0.5972822389687705,0.8772945806781213,35.25261643438491,23.231840982432654,5.482573510556989,20.386163052186017
EVGF68,EVGM44,2017-09-28 0:01:00,F_M,hunting,0.20951132144689052,0.8486186182258502,0.9999999999999984,0.06662855011372466,0.162857352159644,0.33346385680776897,1.670095366835424,7.32220028881661,15.132089454199898,38.952409230283685
EVGM86,EVGM113,2022-06-10 7:01:08,M_M,breeding,0.18530631262071728,0.5490128313958967,0.9324926228665988,0.37609921524258433,0.7961791499169384,0.998448885791722,5.125266354514512,2.784218247023986,4.927752646549553,9.872405607006442
EVGM86,EVGF109,2020-10-03 8:00:19,F_M,hunting,0.6045276124557907,0.9569059636240655,1,0.27388252518142986,0.4327307088817763,0.6194778922398773,5.419283835500451,3.41815352372677,13.30574299076934,11.737923068109684
EVGM86,EVGF109,2021-08-24 20:01:00,F_M,other,0.24910112593015316,0.4509065646712689,0.6929289077117693,0.49815489879116376,0.626851166092461,0.7537108604411925,6.361637956241672,29.31446503922023,26.117136737957377,53.529891263346286
EVGM86,EVGF109,2022-07-19 0:00:38,F_M,breeding,0.15450586079728684,0.33218513989419607,0.5847174031460873,0.2529573698159834,0.4193139455113949,0.6197540535398538,4.420701312129242,68.18997701591614,4.9126968316399795,35.13697520194106
EVGM86,EVGF84,2021-10-24 18:00:27,F_M,hunting,0.35500139989364426,0.5145869091458073,0.6874772771241217,0.17055972908036637,0.6870711924054447,0.9991209599422156,12.169625424964128,13.641831379024897,3.826901826771119,9.783717803015673
EVGM86,EVGF84,2022-08-24 18:00:18,F_M,other,0.2805175387183034,0.4732115470115604,0.6958586093701566,0.5668268599505712,0.9208812687490802,0.9999999211928668,4.757972117631822,17.353827445162604,5.322986625524655,10.799104358163971
EVGM86,EVGM106,2021-07-01 12:00:25,M_M,breeding,0.31676560845896756,0.6510160563183529,0.9409374595561312,0.4049283180666389,0.7374291084544828,0.9725245907172836,3.644315913443912,14.76933682629783,5.363107916278694,22.572615722429504
EVGM86,EVGM77,2018-10-18 6:00:00,M_M,hunting,0.15308231167861505,0.73128907316042,0.9999876736710768,0.23528102119360025,0.9361444837301328,1,2.741259334512257,2.8207950246873095,1.4113532549561043,3.7992607902197544
EVGM86,EVGF66,2021-05-21 0:00:12,F_M,other,0.23699827865450376,0.9041222550443536,1,0.17387906256025967,0.4419721513942462,0.7894087052103766,1.7774154418186796,3.146798358733644,8.036128435259286,56.00467361125335
EVGM86,EVGF116,2022-08-23 16:00:29,F_M,other,0.27378885846441986,0.5893784816910584,0.9020606633169692,0.14818758803335458,0.5403871740833175,0.9557003603120896,4.715177130219425,12.14403680617592,5.335791352809181,10.368272423561562
EVGM86,EVGF73,2020-10-25 10:00:28,F_M,hunting,0.3272662385459029,0.9068191696661504,1,0.2573459486502152,0.8879541542772144,1,1.541986542871083,5.0878235984218945,12.043488402608617,1.2814442683258014
EVGM86,EVGF85,2018-10-18 6:00:00,F_M,hunting,0.2927879415743736,0.588792194502372,0.8844403852582771,0.18808374904769207,0.8890229007251452,1,2.7412584705444485,45.89270183374256,1.5320457728939934,21.960939137272003
EVGM86,EVGM52,2018-10-19 6:00:00,M_M,hunting,0.3960764200567944,0.8388615032352424,0.9999178587744548,0.08480236498058241,0.727938773273069,0.9999999970435084,2.837856812054964,8.791742258476072,1.7170767628026071,21.14899099080824
EVGM86,EVGF115,2022-06-22 18:00:38,F_M,breeding,0.3235918979619613,0.604433945581966,0.8790117901394207,0.1578785541883556,0.38222406894088135,0.6952348250889246,3.59740754200951,14.38299113031104,4.145801182980297,27.836929264956307
EVGM86,EVGF91,2021-06-05 2:00:38,F_M,breeding,0.1873231804361422,0.7328526111325595,0.9998997949904368,0.15118262150475856,0.3655039422170589,0.6707349144840886,2.3572773382647245,6.6054004401333755,10.525749336426705,37.50385908510215
EVGM86,EVGF91,2022-05-11 16:00:35,F_M,other,0.1656877587735383,0.8159296980702698,0.999999999998824,0.1059821451466004,0.6641701466440427,0.9999032913090322,1.482495048378371,4.337435940938153,4.953046994449349,2.2566323029256408
EVGM86,EVGM110,2020-10-03 6:00:00,M_M,hunting,0.4029637935167795,0.9495845768782372,1,0.30978844112971443,0.551713112790417,0.8091342074842587,3.9240262733568256,2.3332238050295357,27.163059932348062,22.96321218224314
EVGM86,EVGM110,2021-09-30 1:00:13,M_M,hunting,0.4997566382900683,0.9008425509741034,0.9999996976105444,0.28158506417712287,0.5730956242629859,0.8725723320996582,6.494760876497906,5.18074583340942,15.731209542921764,9.253060211066275
EVGM86,EVGM110,2022-09-10 2:00:11,M_M,hunting,0.3490757926725948,0.5730067417428824,0.8043514891322272,0.12634644153731406,0.6671982540818014,0.9996935594267158,5.242527641347663,21.301632220470104,12.12316931080066,1.8975244975432768
EVGM86,EVGM80,2020-10-18 18:00:00,M_M,hunting,0.07894914743943345,0.30091544626478084,0.6976058463492703,0.00577879682019407,0.12121532721370738,0.6597806672842114,7.619577125932931,6.849410549566488,4.463035751164122,8.954759093813099
EVGM114,EVGF109,2021-10-16 3:00:22,F_M,hunting,0.27189664254621626,0.6484283363350609,0.9634018681610798,0.326102239071517,0.906307944299894,1,3.3543911503874058,18.802354842865768,1.7711535241812808,26.94005017348885
EVGM114,EVGM110,2022-06-23 0:00:13,M_M,breeding,0.7189173343973854,0.9620770199232684,0.999999999997693,0.26121070685480813,0.5374296837011865,0.8389533868391232,4.779079511183494,9.93696497517225,11.485470864209484,14.90442966085
EVGM113,EVGF109,2021-10-17 11:00:38,F_M,hunting,0.7547024032804095,0.924361451254448,0.997529808832609,0.23718887691729412,0.8731806044181233,1,7.576634221619456,24.363609994465687,2.436703021615337,24.867607943430883
EVGM113,EVGF109,2022-05-17 19:00:10,F_M,other,0.2399387871171838,0.9566576465997942,1,0.2281440759356689,0.4707113824739948,0.7624217510262704,1.1729973860869765,12.07829559209546,8.428810545553295,85.10029433647811
EVGM113,EVGF84,2021-11-05 11:00:37,F_M,hunting,0.06341031728735115,0.1646830656017609,0.3499560468487781,0.08452185970844352,0.7683119027088888,0.999999999999988,12.81740411261642,23.06706163995805,2.3466538307584837,16.854695469180204
EVGM113,EVGF84,2022-06-06 9:00:33,F_M,breeding,0.16326677785516702,0.5790718227182369,0.972565153559281,0.14574332244014412,0.34028424665463797,0.6225340830101246,4.374662933647563,8.630584339205953,7.739455243968984,31.593210750494112
EVGM113,EVGM110,2022-08-11 21:00:12,M_M,other,0.3914043801823902,0.7137913272482215,0.9597695959774762,0.149951796891916,0.663606456819529,0.9987965103722726,8.519023669638882,18.86379445647707,2.928183467533595,6.3027077932315985
EVGF96,EVGF109,2022-08-24 3:00:40,F_F,other,0.07104165807881728,0.5100080511315274,0.9896414104754184,0.258054730293118,0.8790495264619538,1,3.4248217195939943,95.3590473480374,1.8715064817589633,10.708543449123852
EVGF96,EVGM110,2022-08-18 7:00:25,F_M,other,0.03673023027626355,0.34030203762181066,0.9191415791608348,0.2586839449823352,0.8788693823563747,1,3.5511265086359547,21.370082689061075,2.054407452680545,4.73140511328615
EVGF70,EVGF66,2017-10-13 12:00:00,F_F,hunting,0.3280490011162929,0.7358620013099345,0.9913830111051004,0.5731120893396457,0.930613219712421,0.9999999992043144,18.820693538385353,3.354679041398414,10.951638558254148,6.019542997915661
EVGF70,EVGF66,2018-05-25 18:00:00,F_F,other,0.19614340921745332,0.8623260033732526,1,0.1073940033697852,0.26260157196749684,0.5118197257192882,1.3889753378069958,2.4405397185533406,14.216812452213055,20.425088960024222
EVGF109,EVGF84,2022-06-13 21:00:38,F_F,breeding,0.18495775771092093,0.42947408572649015,0.7469154243703475,0.09103203761848055,0.19529139934996295,0.3624823124479371,45.80357962919052,11.247343717469034,66.58469994985057,28.601266822573365
EVGF109,EVGM110,2020-10-03 4:01:00,F_M,hunting,0.8815308176973562,0.9998247313937096,1,0.20257261774105523,0.43256614397983945,0.7247438964271469,2.542361515941595,2.313841243454349,9.814699686667344,10.058633498129078
EVGF109,EVGM110,2021-10-11 1:00:11,F_M,hunting,0.5082113405121249,0.8046551771858297,0.9844398189711416,0.24402583147237997,0.8724094650817751,1,12.801109962902952,8.664131287367061,29.866678356758896,2.0720868627653264
EVGF109,EVGM110,2022-06-15 21:00:36,F_M,breeding,0.2736698551799228,0.49515391132981895,0.7484219122581927,0.5098162178775869,0.670595029202925,0.8216740308482369,46.96576463212551,9.348900707425544,64.00532485188371,16.669479597304953
EVGF84,EVGM110,2022-06-02 9:00:17,F_M,breeding,0.02961969698592286,0.23533690384693332,0.7491519871965416,0.12333619653859595,0.2699317927664706,0.4925537771949376,8.556942919287064,4.825002868575045,28.522903049711324,21.871395908221963
EVGM106,EVGF66,2020-09-27 2:00:16,F_M,hunting,0.06575231393132618,0.557150965405848,0.9983979200257792,0.21372932570578543,0.44634215553883055,0.7355112501334451,1.592144607374204,1,4.706807906261352,24.50594172530067
EVGM106,EVGF91,2021-06-01 22:00:38,F_M,breeding,0.0717560703252331,0.36912798153779824,0.8618949373659667,0.2921082895623908,0.4950224790380567,0.7247040603285136,4.216036982695543,8.573205474375369,28.073436177453072,27.00432589703292
EVGM106,EVGM80,2020-10-08 0:00:11,M_M,hunting,0.38388986466611824,0.8966541066380186,0.9999999999989748,0.3477121274633462,0.6129017284530489,0.8701170120338075,2.475561855621534,2.076542330330935,5.430532732121177,11.66630662438702
EVGM77,EVGF85,2018-10-19 0:00:00,F_M,hunting,0.16406444412300897,0.3915346164710572,0.7039660475009839,0.13098731867951188,0.3417981793605167,0.6583071997473168,3.181887086673079,50.61094584216535,6.7011639517669295,16.000000000000025
EVGM77,EVGF85,2019-09-26 0:00:00,F_M,hunting,0.05700834173367188,0.7421417859011977,0.9999999999999988,0.1161667520152774,0.21604617324272749,0.36199719691032145,2.517139576339994,17.04138148900577,6.394578631804568,83.21197108873285
EVGM77,EVGM52,2018-10-19 6:00:00,M_M,hunting,0.3057925817045448,0.5817238614660043,0.8620059108284457,0.266450964486515,0.4590479595857436,0.6856204201328847,5.973638490027434,19.04954770749393,7.557842277764403,34.84369330758666
EVGM77,EVGF102,2019-10-19 6:00:00,F_M,hunting,0.1859787287297723,0.3609988293846774,0.5943183995770125,0.22719168427192127,0.8170136320056318,0.9999999785985886,4.878252460738557,7.661846809696955,2.0851192946703314,3.3506851597235188
EVGM59,EVGF67,2017-09-25 2:00:00,M_M,hunting,0.31483816365803624,0.8191843694939538,0.9999835958616422,0.23334445070755316,0.7641083551875768,0.9999186506024536,2.5378446572202167,3.959447347591791,4.146400194766443,2.7167030904035765
EVGM59,EVGF64,2017-10-07 0:00:00,F_M,hunting,0.13827076226646692,0.7832767352557058,0.9999999997025344,0.31555383698133993,0.9111456974898702,1,2.152606299925409,27.15357630059663,1.6520174875243048,4.632195663470969
EVGM76,EVGF85,2018-10-15 18:00:00,F_M,hunting,0.3437048086682032,0.5246925919600506,0.7206541096696732,0.11587014597477546,0.8889007053652757,1,16.512681795536057,41.34370461301761,1.6744852884579282,22.915453617610883
EVGM76,EVGM52,2018-10-17 6:00:00,M_M,hunting,0.3243139082423738,0.6065327787807906,0.8813642686370318,0.05968773773864407,0.46894515740623394,0.9822209594640426,13.018386186614226,18.23524977990545,2.4428789958752963,44.50250667837524
EVGM90,EVGF73,2018-10-23 18:00:00,F_M,hunting,0.8312877271744248,0.9782058736054228,0.9999999999961082,0.516454600600882,0.687715060240609,0.8448157837768594,13.048114673957729,11.591075067623477,13.299331781480616,8.805853071886435
EVGF66,EVGF67,2017-09-16 0:00:00,F_M,hunting,0.2858890373684544,0.877255988310675,0.9999999999999992,0.5879245054886374,0.8664730767325669,0.9964993096069964,2.202582978515984,6.843330071149655,13.817815956563251,5.469479916551611
EVGF66,EVGF91,2021-06-12 16:00:22,F_F,breeding,0.4924408629196021,0.7814663397769701,0.9741659560066248,0.4278804743648872,0.6223753625204593,0.8124754616972578,13.333904770730378,14.352392317103249,44.54241059880617,20.53293602255532
EVGF66,EVGF97,2020-10-04 20:00:50,F_F,hunting,0.29460464187651225,0.8787200287472573,0.9999999999999972,0.19666017460953877,0.498221655443517,0.8535461439546645,2.24163386932788,2.3452594683907377,13.83294077381965,28.36200869215624
EVGM44,EVGF73,2017-10-25 6:00:00,F_M,hunting,0.20091940346543993,0.4830442892133239,0.8229248742994892,0.37118153651729424,0.8308749157375631,0.9999322138792068,43.3701851083902,6.168221895881475,10.236473307836176,3.607831681172879
EVGF116,EVGF115,2022-08-13 1:00:36,F_F,other,0.3644185087699679,0.6014044529123316,0.8369760372219052,0.5760675752515276,0.7552943604750323,0.9043341910132072,11.08855894610122,24.38868521972256,19.54883746379361,29.850159925271036
EVGF56,EVGM52,2017-05-25 6:00:00,F_M,other,0.2550952698956593,0.8825151845642766,1,0.4399880224050895,0.6875687974967963,0.9029615999959538,1.250827433112936,2.4597623293823445,17.905733736797277,36.25215213814652
EVGF73,EVGF45,2018-09-24 18:00:00,F_F,hunting,0.01293972479603919,0.06167605347080172,0.20839942943465992,0.13954885761188493,0.29622040163213065,0.5254628370580412,20.942958643394892,15.038973404641643,18.09691944917046,30.355869417381943
EVGF85,EVGM52,2018-10-18 18:00:00,F_M,hunting,0.41869486666222855,0.5934485402260916,0.7699359613671252,0.7192275500648594,0.8640904445608182,0.963960892416568,50.07034004407835,8.562874205062284,17.334402251283187,35.10904414875248
EVGF85,EVGF102,2019-10-19 6:00:00,F_F,hunting,0.2972523307086629,0.5384954782313114,0.7999997202901487,0.3338355762888796,0.7298207288094037,0.9882149664789134,61.82669676805823,7.661851649102395,15.30180023348712,3.244098305501939
EVGM52,EVGF72,2017-10-27 18:00:00,F_M,hunting,0.3363841072846895,0.6922255088178149,0.9665898599761056,0.01313726202815592,0.8179283042633565,1,12.73697728599114,10.03966685308824,1.850847662203632,4.597968005393885
EVGM52,EVGF64,2017-10-16 6:01:00,F_M,hunting,0.4962500006667718,0.6652180716716475,0.824271034334913,0.2753646909535935,0.5270809141977115,0.80519797445905406,22.700623053727643,30.81601002698594,8.08637048438125,9.129927848678893
EVGM52,EVGF64,2018-06-20 0:00:00,F_M,breeding,0.45562745588052134,0.8069873689070768,0.9943301752126924,0.04469289762364466,0.30580704833013544,0.8337170850612753,4.363242183662157,13.790929922427631,1.517151009486585,5.726801429832607
EVGF72,EVGF64,2017-10-11 0:00:00,F_F,hunting,0.22248354528790917,0.5496766609052396,0.8982033760518126,0.30175661508963625,0.5576285687651122,0.8278293794798355,5.772394645199334,9.828220994610692,9.984572366708196,19.246801966726075
EVGF102,EVGM80,2020-11-04 1:00:00,F_M,hunting,0.6113607435336746,0.8268087382270862,0.96975997840242,0.5663693663145356,0.957085042566657,1,18.37670230624309,11.358954482027832,2.3016331895214455,3.681217514838307
EVGM78,EVGF64,2018-07-30 0:00:00,F_M,breeding,0.03502938410852786,0.17577791546869564,0.52168864278943,0.2549605489417469,0.5572413927933009,0.8759815240518384,14.647777222941048,39.80551146707012,3.6735048427372,17.124016957765768
