subset,low,est,high
all,0.6837007843227199,0.816075240226661,0.9740793238532359
same,0.7265294509077579,0.8687205610661811,1.0387402909492698
mm,0.5965397649722848,0.823592686232896,1.1370657123718
ff,0.646229087812686,0.8052654063541431,1.0034404004708999
diff,0.615755133956545,0.803855241191155,1.0494159336332802
hunting,0.500529494101428,0.647085163617498,0.8365525186993951
breeding,0.611664493040271,0.837808889944619,1.14756331952723
diffhunting,0.385976123491579,0.50512203986538,0.6610467840592448
